Ignoring roster for [Chungnam] in competition [2018 KeG Championship] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Busan] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chungbuk] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chungnam] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Daejeon] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gangwon] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gwangju] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeongbuk] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeonggi] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeongnam] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Incheon] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Jeju] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Jeonbuk] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Seoul] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ulsan] in competition [KeG League/2023 Season/October] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Busan] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chungbuk] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chungnam] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Daegu] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Daejeon] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gangwon] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gwangju] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeongbuk] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeonggi] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gyeongnam] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Incheon] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Jeju] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Jeonbuk] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Seoul] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ulsan] in competition [KeG League/2023 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Arizona State University] in competition [LA Comic Con Invitational] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [칼리스팬] in competition [LCK Academy Series/2020 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Trust yourself (Korean Team)] in competition [LCK Academy Series/2020 Season/October] as RL and R not equal: ['hopungtube', '허사피피', '오월은 여름', 'Woong (Hyeon Ji-woong)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [brilliant] in competition [LCK Academy Series/2020 Season/September] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Team CW] in competition [LCK Academy Series/2020 Season/September] as RL and R not equal: ['탑오면캐리할게요', '허사피피', '오월은 여름', '몽강당'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Winners] in competition [LCK Academy Series/2021 Season/1st Championship] as RL and R not equal: ['Nanyang', 'Hajae', 'Min (Lim Hyeong-min)', 'Woong (Hyeon Ji-woong)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TREND GAMING] in competition [LCK Academy Series/2021 Season/August] as RL and R not equal: ['Nanyang', '하성린', '응애 나 아기수노', '향 깃'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Winners] in competition [LCK Academy Series/2021 Season/February] as RL and R not equal: ['Nanyang', '정현심', '오월은 여름', 'Ottogi'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Winners] in competition [LCK Academy Series/2021 Season/July] as RL and R not equal: ['Nanyang', '내 애완곰 북극곰', '응애 나 아기수노', 'JJoon'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Winners] in competition [LCK Academy Series/2021 Season/March] as RL and R not equal: ['Nanyang', 'Ember Knife', 'black kitty2000', 'Ottogi'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ESA KOREA] in competition [LCK Academy Series/2021 Season/May] as RL and R not equal: ['Nanyang', 'Magong', 'Min (Lim Hyeong-min)', 'Woong (Hyeon Ji-woong)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [짜요짜요] in competition [LCK Academy Series/2022 Season/August] as RL and R not equal: ['Nanyang', 'Imagine Legends', '언더덕', '가위주머니'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [국제대학교] in competition [LCK Academy Series/2022 Season/March] as RL and R not equal: ['Nanyang', '쓸만한 그릇', '억까당한사람1', '프로되기위해노력', 'Jerophilip'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support', 'Coach']
Ignoring roster for [짜요짜요] in competition [LCK Academy Series/2022 Season/September] as RL and R not equal: ['Nanyang', '허사피피', '먹을만큼먹었다', '가위주머니'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GCA STAR] in competition [LCK Academy Series/2023 Season/April] as RL and R not equal: ['Sang Su', 'Imagine Legends', '오희찬', '쪼잔하게 굴거야'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/August] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [잠자고싶어요] in competition [LCK Academy Series/2023 Season/February] as RL and R not equal: ['유미장인을꿈꾼돠', 'Kamel', 'Noname (Kim Chan-ho)', '구름고래1'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2023 Season/July] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [9GT] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ACES (Korean Team)] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [DHB] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GCA A] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GCA B] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GCA C] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GEEC] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Gen.G Youth] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GGA Tiger] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [gga123] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [GJ Shadow] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hype Boy] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [KGA] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Neon (Korean Team)] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [RSG (Korean Team)] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [SGA 1] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Shadow Aura] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Shadow ELG] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Shadow GT] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TMT (2023 Korean Team)] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Warriors] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Weight] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [뱀의머리] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [부진은있어도몰락은없다] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [빵빵이들] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [수당쓰] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [영차영차] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [오합지졸] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [이게곰 유튜브 구독과 좋아요] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [이번엔 다르다] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [젠쥐땃쥐] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [최악의 세대] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [하루만에 만든팀] in competition [LCK Academy Series/2023 Season/June] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Winners] in competition [LCK Academy Series/2023 Season/March] as RL and R not equal: ['유미장인을꿈꾼돠', 'Imagine Legends', 'Passive', '구름고래1'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/February] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/January] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [LCK Academy Series/2024 Season/March] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
